"sim_40_1","40","1","2.97015882650471","3.33837733328265","44.3519845378883","41.0239259101272"
"sim_40_2","40","2","1.7604740298909","3.48189388459321","62.9988802092","41.2248440987647"
"sim_40_3","40","3","2.49827275777122","3.00303755739914","77.1499597096995","52.9506582261748"
"sim_40_4","40","4","3.81930330274085","2.44496271893772","1380.59407175649","14023.2163444364"
"sim_40_5","40","5","1.54594368621628","0.920109086642003","4009.90680797668","990.663713006977"
"sim_40_6","40","6","1.57284460542893","10.4172841014208","52.2837500647099","11.1816161887585"
"sim_40_7","40","7","1.76890721078295","1.73017829796282","1697.11185297168","3330.1894490572"
"sim_40_8","40","8","2.82656492166071","3.6592297432306","740.336124827291","22977.395070621"
"sim_40_9","40","9","2.15851037508404","3.06149512515617","60.6700349941497","29.6815104988668"
"sim_40_10","40","10","1.4530372707007","1.01067061392041","319522.163002057","56553.5194918102"
"sim_40_11","40","11","1.58690226122283","2.13165779960589","1489.85093160784","4426.39370273417"
"sim_40_12","40","12","3.4010298635134","1.52921352721502","97.9506331472789","59.6279017036162"
"sim_40_13","40","13","2.41993538565291","2.91513307558427","990.913485260534","7170.69555882477"
"sim_40_14","40","14","3.03620291216086","1.21645398851308","23472.0064434007","24507.0951828165"
"sim_40_15","40","15","0.967699850634783","1.27737292810985","216.316593937474","120.715572708041"
"sim_40_16","40","16","3.05106042173642","9.49998120201001","69.4095075384784","15.5162861614746"
"sim_40_17","40","17","2.42664426316253","15.2454702065495","29.4890019378123","13.1364004261969"
"sim_40_18","40","18","2.01877270962632","3.06111873374748","59.2804738577184","25.3451718082641"
"sim_40_19","40","19","2.66991044273286","3.13865894276824","57.7752145544715","6.94283306285982"
"sim_40_20","40","20","1.60705269079201","1.07898590227981","117121.007045273","39059.2355535167"
"sim_41_1","41","1","1.69418673260504","1.56475486270854","3633.62730010507","8013.97109375738"
"sim_41_2","41","2","1.21414402954201","1.74716808282136","186.778384169317","126.858268582467"
"sim_41_3","41","3","2.38196522235633","2.30825517415873","126.172525714395","89.1382807567652"
"sim_41_4","41","4","3.26923698421544","3.32657257152434","72.9634969283784","52.4512603883121"
"sim_41_5","41","5","1.87935159593835","2.26244087329935","235.356711426618","262.413704033847"
"sim_41_6","41","6","1.86171892539764","1.2506830374868","17350.4773176702","19535.5819195606"
"sim_41_7","41","7","0.979020361848016","4.76174325267744","442.108418414802","11424.9199431249"
"sim_41_8","41","8","0.93356320726825","4.30817079222405","61.0446912133478","7.29057332583944"
"sim_41_9","41","9","5.59184059019889","5.64400196921963","61.0152329142381","30.5623167388717"
"sim_41_10","41","10","2.5299259218561","1.41567931362168","124.149097648822","17.0697727531049"
"sim_41_11","41","11","1.13928967609322","1.46227698748698","89.3411286765916","24.3624360471992"
"sim_41_12","41","12","0.780823694990227","1.8121326384787","2090.41100035801","6443.08032017979"
"sim_41_13","41","13","1.92119924991044","2.69698683799689","54.2975343552398","29.0697303229829"
"sim_41_14","41","14","1.3243569538373","3.89468400601409","52.7733150800135","26.2077406132181"
"sim_41_15","41","15","1.71875013150538","1.5453026851106","5318.31578832056","4582.18569543729"
"sim_41_16","41","16","1.60354060001815","3.3766536891423","56.5635715930245","19.0043166219361"
"sim_41_17","41","17","2.10599203133791","5.1844784790978","48.3664255827318","16.6769616687911"
"sim_41_18","41","18","3.29147186965789","14.6305280896983","53.0708082681865","11.9655372741336"
"sim_41_19","41","19","1.00502185186577","1.26695048812983","98.2058700184854","38.2630941358383"
"sim_41_20","41","20","4.02444328852307","3.05464086069415","78.5508054459116","42.1173162112514"
"sim_42_1","42","1","0.777911742934918","2.94569740708829","315.623965981334","662.735250949673"
"sim_42_2","42","2","2.4585533433945","5.29502440270869","138.292908966123","188.218249063845"
"sim_42_3","42","3","1.99484888399327","2.33561059105154","1477.86475868377","14474.2478245647"
"sim_42_4","42","4","1.42481465200503","2.4279318111061","1608.99988676022","7351.8007675931"
"sim_42_5","42","5","5.40252858642714","3.91672047728336","1003.04751258496","189908.148016309"
"sim_42_6","42","6","0.845495230123729","1.67468185203919","33.8902403557724","3.8037239375419"
"sim_42_7","42","7","1.28579936162296","1.48871116283196","270.320805931039","197.714322409879"
"sim_42_8","42","8","0.822220277962139","1.90272983782226","3307.79464305015","7951.04979295563"
"sim_42_9","42","9","1.00000033100757","475.194546083222","48.4988922875027","1.99999958329868"
"sim_42_10","42","10","0.512328692340092","1.97319021863642","287.795694189065","146.413437941013"
"sim_42_11","42","11","2.27729340353636","1.46866657494671","4861.96591932153","5628.33414605091"
"sim_42_12","42","12","2.24559191667251","2.23815812497867","1784.47262723477","9810.55611608117"
"sim_42_13","42","13","2.07300190738528","2.84954058672484","1352.15410380287","12037.2084748635"
"sim_42_14","42","14","3.58586608501706","4.43214867247195","76.4881326908737","36.7845068315336"
"sim_42_15","42","15","1.06889033880617","2.48239490768731","35.8538173267881","5.89597221509071"
"sim_42_16","42","16","2.83117402534404","2.11149154823584","113.184572907366","43.9333605993935"
"sim_42_17","42","17","4.32431191819088","1.84885645161304","175.037904546914","71.5465181054832"
"sim_42_18","42","18","0.96523395680085","3.80719141132252","61.2510460176764","13.4722314755674"
"sim_42_19","42","19","3.02341055380742","2.56671553793842","313.646220952238","137.947759567192"
"sim_42_20","42","20","1.48556213566067","2.34542442552388","45.8069787632308","20.7056102529498"
"sim_43_1","43","1","1.10114304653333","4.81576137354613","85.6825480201503","45.8132879099606"
"sim_43_2","43","2","4.12148451324526","3.39313057079","50.9692567460415","47.2143195483571"
